62466 ,Fårö ,Gotland ,05 ,57.9167 ,19.1333 ,4
62467 ,Fårö ,Gotland ,05 ,57.9167 ,19.1333 ,4
74950 ,Ekolsund ,Uppsala ,21 ,59.6167 ,17.3667 ,4
73494 ,Strömsholm ,Västmanland ,25 ,59.5333 ,16.25 ,4
13220 ,Saltsjö-boo ,Stockholm ,26 ,59.3173 ,18.255 ,4
19040 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19045 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19046 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19047 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19050 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19060 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19090 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,
19587 ,Stockholm ,Stockholm ,26 ,59.3326 ,18.0649 ,4
21845 ,Vintrie ,Skåne ,27 ,55.55 ,12.9667 ,4
23040 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,4
23041 ,Klågerup ,Skåne ,27 ,55.6 ,13.25 ,4
23053 ,Alnarp ,Skåne ,27 ,55.6583 ,13.0833 ,4
23302 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23361 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23362 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23363 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23364 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23365 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23375 ,Klagerup ,Skåne ,27 ,55.5833 ,13.2 ,
23376 ,Klågerup ,Skåne ,27 ,55.6 ,13.25 ,
23456 ,Alnarp ,Skåne ,27 ,55.6583 ,13.0833 ,
26172 ,Häljarp ,Skåne ,27 ,55.85 ,12.9167 ,4
26173 ,Häljarp ,Skåne ,27 ,55.85 ,12.9167 ,4
26620 ,Munka-ljungby ,Skåne ,27 ,56.25 ,12.9667 ,4
42720 ,Billdal ,Västra Götaland ,28 ,57.5667 ,11.9333 ,4
42724 ,Billdal ,Västra Götaland ,28 ,57.5667 ,11.9333 ,4
18600 ,Vallentuna ,Stockholm ,AB ,Vallentuna ,0115 ,59.5344 ,18.0776 ,4
43446 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43447 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43448 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43450 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,
43451 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,
43452 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,
43460 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,
43479 ,Vallda ,Halland ,N ,Kungsbacka ,1384 ,57.4775 ,12.0014 ,
43480 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43481 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43488 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43490 ,Vallda ,Halland ,N ,Kungsbacka ,1384 ,57.4775 ,12.0014 ,
43491 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43492 ,Vallda ,Halland ,N ,Kungsbacka ,1384 ,57.4775 ,12.0014 ,4
43493 ,Vallda ,Halland ,N ,Kungsbacka ,1384 ,57.4775 ,12.0014 ,4
43494 ,Vallda ,Halland ,N ,Kungsbacka ,1384 ,57.4775 ,12.0014 ,4
43495 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43496 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43497 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43498 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,4
43499 ,Kungsbacka ,Halland ,N ,Kungsbacka ,1384 ,57.4872 ,12.0761 ,
43900 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43905 ,Åsa ,Halland ,N ,Kungsbacka ,1384 ,57.35 ,12.1167 ,
43908 ,Frillesås ,Halland ,N ,Kungsbacka ,1384 ,57.3167 ,12.1667 ,
43921 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43922 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43923 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43924 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43925 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43926 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43930 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43931 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43932 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43933 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43934 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43935 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43936 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43937 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43951 ,Åsa ,Halland ,N ,Kungsbacka ,1384 ,57.35 ,12.1167 ,
43952 ,Åsa ,Halland ,N ,Kungsbacka ,1384 ,57.35 ,12.1167 ,
43953 ,Åsa ,Halland ,N ,Kungsbacka ,1384 ,57.35 ,12.1167 ,
43954 ,Åsa ,Halland ,N ,Kungsbacka ,1384 ,57.35 ,12.1167 ,
43955 ,Åsa ,Halland ,N ,Kungsbacka ,1384 ,57.35 ,12.1167 ,
43961 ,Frillesås ,Halland ,N ,Kungsbacka ,1384 ,57.3167 ,12.1667 ,
43962 ,Frillesås ,Halland ,N ,Kungsbacka ,1384 ,57.3167 ,12.1667 ,
43963 ,Frillesås ,Halland ,N ,Kungsbacka ,1384 ,57.3167 ,12.1667 ,
43964 ,Frillesås ,Halland ,N ,Kungsbacka ,1384 ,57.3167 ,12.1667 ,
43965 ,Stråvalla ,Halland ,N ,Kungsbacka ,1384 ,57.35 ,12.1167 ,
43991 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43992 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43993 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
43994 ,Onsala ,Halland ,N ,Kungsbacka ,1384 ,57.4253 ,12.029 ,4
30224 ,Halmstad ,Halland ,N ,56.6745 ,12.8568 ,4
30226 ,Halmstad ,Halland ,N ,56.6745 ,12.8568 ,4
30229 ,Halmstad ,Halland ,N ,56.6745 ,12.8568 ,4
30800 ,Halmstad ,Halland ,N ,56.6745 ,12.8568 ,4
30801 ,Halmstad ,Halland ,N ,56.6745 ,12.8568 ,4
31120 ,Falkenberg ,Halland ,N ,56.9055 ,12.4912 ,4
31146 ,Falkenberg ,Halland ,N ,56.9055 ,12.4912 ,4
31184 ,Falkenberg ,Halland ,N ,56.9055 ,12.4912 ,4
31220 ,Laholm ,Halland ,N ,56.5121 ,13.0437 ,4
31320 ,Oskarström ,Halland ,N ,56.8 ,12.9667 ,4
31420 ,Hyltebruk ,Halland ,N ,56.9989 ,13.2396 ,4
42920 ,Kullavik ,Halland ,N ,57.5433 ,11.9428 ,4
43200 ,Varberg ,Halland ,N ,57.1056 ,12.2508 ,4
43210 ,Varberg ,Halland ,N ,57.1056 ,12.2508 ,4
43246 ,Varberg ,Halland ,N ,57.1056 ,12.2508 ,
43248 ,Varberg ,Halland ,N ,57.1056 ,12.2508 ,
43256 ,Varberg ,Halland ,N ,57.1056 ,12.2508 ,
43420 ,Kungsbacka ,Halland ,N ,57.4872 ,12.0761 ,4
43482 ,Kungsbacka ,Halland ,N ,57.4872 ,12.0761 ,4
43920 ,Onsala ,Halland ,N ,57.4253 ,12.029 ,4
43500 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43501 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,
43521 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43522 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43523 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43524 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43525 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43530 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43531 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43532 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43533 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43535 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43537 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43538 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43540 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43541 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43544 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43580 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43582 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43583 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43584 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43585 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43587 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,4
43588 ,Mölnlycke ,Västra Götaland ,O ,Härryda ,1401 ,57.6589 ,12.1179 ,
43800 ,Härryda ,Västra Götaland ,O ,Härryda ,1401 ,57.6544 ,12.3632 ,4
43807 ,Härryda ,Västra Götaland ,O ,Härryda ,1401 ,57.6544 ,12.3632 ,
43808 ,Härryda ,Västra Götaland ,O ,Härryda ,1401 ,57.6544 ,12.3632 ,
43809 ,Härryda ,Västra Götaland ,O ,Härryda ,1401 ,57.6544 ,12.3632 ,
43811 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43812 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43813 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43814 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43821 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43822 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43823 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43824 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43832 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43833 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43834 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43835 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43836 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43838 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43839 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43870 ,Härryda ,Västra Götaland ,O ,Härryda ,1401 ,57.6544 ,12.3632 ,
43880 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43881 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,
43891 ,Landvetter ,Västra Götaland ,O ,Härryda ,1401 ,57.6866 ,12.2117 ,4
43892 ,Härryda ,Västra Götaland ,O ,Härryda ,1401 ,57.6544 ,12.3632 ,4
43894 ,Härryda ,Västra Götaland ,O ,Härryda ,1401 ,57.6544 ,12.3632 ,4
43300 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43302 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43304 ,Jonsered ,Västra Götaland ,O ,Partille ,1402 ,57.75 ,12.1667 ,4
43321 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43322 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43323 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43324 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43325 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43326 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43328 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43330 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43331 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43332 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43333 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43334 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43335 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43336 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43337 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43338 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43341 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43342 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43343 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43344 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43345 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43346 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43347 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43348 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43349 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43350 ,Öjersjö ,Västra Götaland ,O ,Partille ,1402 ,57.7 ,12.1167 ,4
43351 ,Öjersjö ,Västra Götaland ,O ,Partille ,1402 ,57.7 ,12.1167 ,4
43352 ,Öjersjö ,Västra Götaland ,O ,Partille ,1402 ,57.7 ,12.1167 ,
43353 ,Öjersjö ,Västra Götaland ,O ,Partille ,1402 ,57.7 ,12.1167 ,
43360 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43361 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43362 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43363 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43364 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43365 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43366 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43367 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43368 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43369 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43370 ,Sävedalen ,Västra Götaland ,O ,Partille ,1402 ,57.7312 ,12.0699 ,4
43380 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43381 ,Jonsered ,Västra Götaland ,O ,Partille ,1402 ,57.75 ,12.1667 ,4
43382 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43383 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43384 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43386 ,Partille ,Västra Götaland ,O ,Partille ,1402 ,57.7395 ,12.1064 ,4
43090 ,Öckerö ,Västra Götaland ,O ,Öckerö ,1407 ,57.7081 ,11.6559 ,4
43092 ,Fotö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6667 ,11.6583 ,4
43093 ,Hälsö ,Västra Götaland ,O ,Öckerö ,1407 ,57.7333 ,11.65 ,4
43094 ,Bohus-Björkö ,Västra Götaland ,O ,Öckerö ,1407 ,57.7249 ,11.6401 ,1
43095 ,Källö-Knippla ,Västra Götaland ,O ,Öckerö ,1407 ,57.75 ,11.65 ,4
43096 ,Hyppeln ,Västra Götaland ,O ,Öckerö ,1407 ,57.75 ,11.6 ,4
43097 ,Rörö ,Västra Götaland ,O ,Öckerö ,1407 ,57.7761 ,11.6167 ,4
47500 ,Öckerö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47510 ,Hälsö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47511 ,Hälsö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47512 ,Hälsö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47520 ,Öckerö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47522 ,Öckerö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47525 ,Hönö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,4
47531 ,Öckerö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47532 ,Öckerö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47535 ,Grötö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47536 ,Kalvsund ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47537 ,Bohus-Björkö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47540 ,Hönö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47541 ,Hönö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47542 ,Hönö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47545 ,Fotö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47550 ,Hälsö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47551 ,Källö-Knippla ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47552 ,Hyppeln ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47553 ,Rörö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
47580 ,Öckerö ,Västra Götaland ,O ,Öckerö ,1407 ,57.6897 ,11.6497 ,
44400 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44402 ,Stora Höga ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0167 ,11.8333 ,4
44419 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,
44421 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44422 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44423 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44424 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44426 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44428 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44430 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44431 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44432 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44440 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44441 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44442 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44443 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44444 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44445 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44446 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44447 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44448 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44453 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44454 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,
44455 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44460 ,Stora Höga ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0167 ,11.8333 ,4
44461 ,Stora Höga ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0167 ,11.8333 ,
44465 ,Jörlanda ,Västra Götaland ,O ,Stenungsund ,1415 ,57.9833 ,11.8167 ,4
44482 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44483 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44484 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44485 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44486 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44487 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44491 ,Stenungsund ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0705 ,11.8181 ,4
44492 ,Jörlanda ,Västra Götaland ,O ,Stenungsund ,1415 ,57.9833 ,11.8167 ,4
44493 ,Spekeröd ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0333 ,11.8667 ,4
44494 ,Ucklum ,Västra Götaland ,O ,Stenungsund ,1415 ,58.0833 ,11.95 ,4
44495 ,Ödsmål ,Västra Götaland ,O ,Stenungsund ,1415 ,58.1 ,11.85 ,4
44496 ,Ödsmål ,Västra Götaland ,O ,Stenungsund ,1415 ,58.1 ,11.85 ,4
47175 ,Hjälteby ,Västra Götaland ,O ,Stenungsund ,1415 ,58.05 ,11.7 ,4
47100 ,Kållekärr ,Västra Götaland ,O ,Tjörn ,1419 ,57.964 ,11.6148 ,1
47101 ,Skärhamn ,Västra Götaland ,O ,Tjörn ,1419 ,57.9866 ,11.5574 ,4
47110 ,Rönnäng ,Västra Götaland ,O ,Tjörn ,1419 ,57.9333 ,11.5833 ,4
47111 ,Rönnäng ,Västra Götaland ,O ,Tjörn ,1419 ,57.9333 ,11.5833 ,4
47112 ,Åstol ,Västra Götaland ,O ,Tjörn ,1419 ,57.9167 ,11.5833 ,4
47113 ,Åstol ,Västra Götaland ,O ,Tjörn ,1419 ,57.9167 ,11.5833 ,4
47114 ,Dyrön ,Västra Götaland ,O ,Tjörn ,1419 ,57.9333 ,11.6167 ,4
47115 ,Dyrön ,Västra Götaland ,O ,Tjörn ,1419 ,57.9333 ,11.6167 ,4
47116 ,Myggenäs ,Västra Götaland ,O ,Tjörn ,1419 ,58.05 ,11.7333 ,4
47117 ,Myggenäs ,Västra Götaland ,O ,Tjörn ,1419 ,58.05 ,11.7333 ,4
47121 ,Skärhamn ,Västra Götaland ,O ,Tjörn ,1419 ,57.9866 ,11.5574 ,4
47122 ,Skärhamn ,Västra Götaland ,O ,Tjörn ,1419 ,57.9866 ,11.5574 ,4
47130 ,Skärhamn ,Västra Götaland ,O ,Tjörn ,1419 ,57.9866 ,11.5574 ,4
47131 ,Skärhamn ,Västra Götaland ,O ,Tjörn ,1419 ,57.9866 ,11.5574 ,4
47132 ,Skärhamn ,Västra Götaland ,O ,Tjörn ,1419 ,57.9866 ,11.5574 ,4
47133 ,Skärhamn ,Västra Götaland ,O ,Tjörn ,1419 ,57.9866 ,11.5574 ,4
47141 ,Rönnäng ,Västra Götaland ,O ,Tjörn ,1419 ,57.9333 ,11.5833 ,4
47142 ,Rönnäng ,Västra Götaland ,O ,Tjörn ,1419 ,57.9333 ,11.5833 ,4
